Week,Tier,Date,Player,Opponent,Game,Goal,Time (mins),Start URL,End URL
6,B,3/30/2025,pizzapartytime,Flick,Party House,PARTY HOUSE: Get busted by the fire department,1.3,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=619,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=699
6,B,3/30/2025,Flick,pizzapartytime,Onion Delivery,ONION DELIVERY: Complete 2 days of deliveries,2.8,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=589,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=754
6,B,3/30/2025,pizzapartytime,Flick,Divers,DIVERS: Purchase Godblood,3.2,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=699,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=889
6,B,3/30/2025,pizzapartytime,Flick,Warptank,WARPTANK: Complete the three levels in the initial hub room,3.2,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=889,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=1079
6,B,3/30/2025,Flick,pizzapartytime,Avianos,AVIANOS: Control 15+ tiles at once,7.8,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=754,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=1224
6,B,3/30/2025,pizzapartytime,Flick,General,Find an easter egg UFO in 5 games,6.0,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=1079,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=1439
6,B,3/30/2025,pizzapartytime,Flick,Rakshasa,RAKSHASA: Beat the first stage,3.6,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=1439,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=1654
6,B,3/30/2025,Flick,pizzapartytime,Paint Chase,PAINT CHASE: Reach a score of 240+,8.2,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=1224,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=1714
6,B,3/30/2025,Flick,pizzapartytime,Mooncat,MOONCAT: Gold disk,6.9,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=1714,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=2129
6,B,3/30/2025,Flick,pizzapartytime,Magic Garden,MAGIC GARDEN: Use OVER-GROW; Save 30+ oppies in a run,5.1,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=2129,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=2434
6,B,3/30/2025,pizzapartytime,Flick,General,Enter a top 3 score on 3 arcade leaderboards,21.2,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=1654,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=2924
6,B,3/30/2025,Flick,pizzapartytime,Kick Club,KICK CLUB: Have 5 extra lives at once,9.8,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=2434,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=3019
6,B,3/30/2025,pizzapartytime,Flick,General,Defeat 7 bosses,1.7,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=2924,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=3024
6,B,3/30/2025,Flick,pizzapartytime,Pilot Quest,PILOT QUEST: Defeat Big Borlg (large alien in the central ruins),1.7,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=3019,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=3119
6,B,3/30/2025,pizzapartytime,Flick,Rail Heist,RAIL HEIST: LAZY-COPS allowed; beat Root Around while destroying every barrel,4.2,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=3024,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=3279
6,B,3/30/2025,pizzapartytime,Flick,Seaside Drive,SEASIDE DRIVE: Win the bonus game,3.3,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=3279,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=3479
6,B,3/30/2025,Flick,pizzapartytime,General,UFO OPEN: Golfaria: Hit a Parbot; Pingolf: Gold Disk; Lords of Diskonia: Destroy 5 enemy disks,11.7,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=3119,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=3819
6,B,3/30/2025,pizzapartytime,Flick,Mini & Max,MINI & MAX: Return the stolen Termite Egg to the outlet,12.4,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=3479,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=4224
6,B,3/30/2025,Flick,pizzapartytime,Fist Hell,FIST HELL: Beat the 4th scare (Boardwalk Bash),9.5,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=3819,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=4389
6,B,3/30/2025,Flick,pizzapartytime,General,Collect 6 gold disks,18.8,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=4389,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=5519
6,B,3/30/2025,pizzapartytime,Flick,Caramel Caramel,CARAMEL CARAMEL: Beat the Egg,22.6,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=4224,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=5579
6,B,3/30/2025,Flick,pizzapartytime,Campanella,CAMPANELLA: Gold disk,18.6,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=5519,https://www.youtube.com/watch?v=sG7Wbj3Ci0A&t=6634
6,B,3/26/2025,Val1407,Ghost,Rail Heist,RAIL HEIST: LAZY-COPS allowed; beat Root Around while destroying every barrel,2.5,https://www.twitch.tv/videos/2416459842?t=7m25s,https://www.twitch.tv/videos/2416459842?t=9m55s
6,B,3/26/2025,Ghost,Val1407,Velgress,VELGRESS: Hold 50 coins at once,6.6,https://www.twitch.tv/videos/2416459842?t=7m25s,https://www.twitch.tv/videos/2416459842?t=14m0s
6,B,3/26/2025,Ghost,Val1407,Night Manor,NIGHT MANOR: Collect the diamond,3.3,https://www.twitch.tv/videos/2416459842?t=14m0s,https://www.twitch.tv/videos/2416459842?t=17m20s
6,B,3/26/2025,Val1407,Ghost,General,Increase your max HP in 6 games,9.2,https://www.twitch.tv/videos/2416459842?t=9m55s,https://www.twitch.tv/videos/2416459842?t=19m5s
6,B,3/26/2025,Ghost,Val1407,Fist Hell,FIST HELL: Clear the first scare and enter the shop with $20 or more,2.5,https://www.twitch.tv/videos/2416459842?t=17m20s,https://www.twitch.tv/videos/2416459842?t=19m50s
6,B,3/26/2025,Val1407,Ghost,Mortol II,MORTOL II: Activate all the switches,6.4,https://www.twitch.tv/videos/2416459842?t=19m5s,https://www.twitch.tv/videos/2416459842?t=25m30s
6,B,3/26/2025,Ghost,Val1407,Star Waspir,"STAR WASPIR: Clear waves 1 and 2 without using powerups (EEE, GGG, or GEE)",6.3,https://www.twitch.tv/videos/2416459842?t=19m50s,https://www.twitch.tv/videos/2416459842?t=26m10s
6,B,3/26/2025,Ghost,Val1407,Planet Zoldath,PLANET ZOLDATH: Have 2 of each resource at once,7.2,https://www.twitch.tv/videos/2416459842?t=26m10s,https://www.twitch.tv/videos/2416459842?t=33m20s
6,B,3/26/2025,Ghost,Val1407,Planet Zoldath,PLANET ZOLDATH: Eat 10 slabs of meat,3.3,https://www.twitch.tv/videos/2416459842?t=33m20s,https://www.twitch.tv/videos/2416459842?t=36m40s
6,B,3/26/2025,Val1407,Ghost,General,Enter a top 3 score on 2 arcade leaderboards,16.4,https://www.twitch.tv/videos/2416459842?t=25m30s,https://www.twitch.tv/videos/2416459842?t=41m55s
6,B,3/26/2025,Val1407,Ghost,Warptank,WARPTANK: Complete the three levels in the initial hub room,4.4,https://www.twitch.tv/videos/2416459842?t=41m55s,https://www.twitch.tv/videos/2416459842?t=46m20s
6,B,3/26/2025,Ghost,Val1407,Block Koala,BLOCK KOALA: Beat 5 story levels,13.4,https://www.twitch.tv/videos/2416459842?t=36m40s,https://www.twitch.tv/videos/2416459842?t=50m5s
6,B,3/26/2025,Val1407,Ghost,General,Collect 2 cherry disks,9.2,https://www.twitch.tv/videos/2416459842?t=46m20s,https://www.twitch.tv/videos/2416459842?t=55m30s
6,B,3/26/2025,Val1407,Ghost,Combatants,COMBATANTS: Beat 4 levels,7.1,https://www.twitch.tv/videos/2416459842?t=55m30s,https://www.twitch.tv/videos/2416459842?t=1h2m35s
6,B,3/26/2025,Val1407,Ghost,Vainger,VAINGER: Beat 3 bosses,16.3,https://www.twitch.tv/videos/2416459842?t=1h2m35s,https://www.twitch.tv/videos/2416459842?t=1h18m55s
6,B,3/26/2025,Val1407,Ghost,General,Defeat a boss in 5 different games,4.4,https://www.twitch.tv/videos/2416459842?t=1h18m55s,https://www.twitch.tv/videos/2416459842?t=1h23m20s
6,B,3/26/2025,Ghost,Val1407,Bug Hunter,BUG HUNTER: Complete a job with your energy maxed out,40.5,https://www.twitch.tv/videos/2416459842?t=50m5s,https://www.twitch.tv/videos/2416459842?t=1h30m35s
6,B,3/26/2025,Val1407,Ghost,Barbuta,BARBUTA: Defeat the Mimic,11.2,https://www.twitch.tv/videos/2416459842?t=1h23m20s,https://www.twitch.tv/videos/2416459842?t=1h34m30s
6,B,3/26/2025,Ghost,Val1407,Fist Hell,FIST HELL: Survive 9 waves in the gym,9.8,https://www.twitch.tv/videos/2416459842?t=1h30m35s,https://www.twitch.tv/videos/2416459842?t=1h40m25s
6,C,3/27/2025,parchmentEng,Morzis,Bug Hunter,BUG HUNTER: Earn 3 kills with one module use,1.8,https://www.youtube.com/watch?v=gAnA-68gyVk&t=236,https://www.youtube.com/watch?v=gAnA-68gyVk&t=341
6,C,3/27/2025,Morzis,parchmentEng,Avianos,AVIANOS: Win a Custom game with 8 Mountains (change no other settings),6.8,https://www.youtube.com/watch?v=gAnA-68gyVk&t=236,https://www.youtube.com/watch?v=gAnA-68gyVk&t=641
6,C,3/27/2025,Morzis,parchmentEng,Planet Zoldath,PLANET ZOLDATH: Have 2 of each resource at once,3.2,https://www.youtube.com/watch?v=gAnA-68gyVk&t=641,https://www.youtube.com/watch?v=gAnA-68gyVk&t=831
6,C,3/27/2025,Morzis,parchmentEng,Lords of Diskonia,LORDS OF DISKONIA: Have 50+ gold,4.3,https://www.youtube.com/watch?v=gAnA-68gyVk&t=831,https://www.youtube.com/watch?v=gAnA-68gyVk&t=1091
6,C,3/27/2025,Morzis,parchmentEng,General,Find an easter egg UFO in 5 games,5.4,https://www.youtube.com/watch?v=gAnA-68gyVk&t=1091,https://www.youtube.com/watch?v=gAnA-68gyVk&t=1416
6,C,3/27/2025,parchmentEng,Morzis,Paint Chase,PAINT CHASE: Reach a score of 240+,18.0,https://www.youtube.com/watch?v=gAnA-68gyVk&t=341,https://www.youtube.com/watch?v=gAnA-68gyVk&t=1421
6,C,3/27/2025,Morzis,parchmentEng,Elfazar’s Hat,ELFAZAR’S HAT: Earn a continue in the bonus round,9.2,https://www.youtube.com/watch?v=gAnA-68gyVk&t=1416,https://www.youtube.com/watch?v=gAnA-68gyVk&t=1966
6,C,3/27/2025,parchmentEng,Morzis,Porgy,PORGY: Defeat a boss,18.1,https://www.youtube.com/watch?v=gAnA-68gyVk&t=1421,https://www.youtube.com/watch?v=gAnA-68gyVk&t=2506
6,C,3/27/2025,Morzis,parchmentEng,General,Beat 4 levels in 5 different games,21.9,https://www.youtube.com/watch?v=gAnA-68gyVk&t=1966,https://www.youtube.com/watch?v=gAnA-68gyVk&t=3281
6,C,3/27/2025,Morzis,parchmentEng,Pilot Quest,PILOT QUEST: Collect 5 Zoldnaks,11.8,https://www.youtube.com/watch?v=gAnA-68gyVk&t=3281,https://www.youtube.com/watch?v=gAnA-68gyVk&t=3986
6,C,3/28/2025,A guy,dahdumbguy,Seaside Drive,"SEASIDE DRIVE: Clear Stage 1 with 3 lives and exactly 10,000 points (defeat only the boss)",2.8,https://www.youtube.com/watch?v=3pS6eluWLP8&t=48,https://www.youtube.com/watch?v=3pS6eluWLP8&t=213
6,C,3/28/2025,A guy,dahdumbguy,Waldorf’s Journey,WALDORF’S JOURNEY: Kill 3 squids in three different ways,3.5,https://www.youtube.com/watch?v=3pS6eluWLP8&t=213,https://www.youtube.com/watch?v=3pS6eluWLP8&t=423
6,C,3/28/2025,A guy,dahdumbguy,Lords of Diskonia,LORDS OF DISKONIA: Have 50+ gold,4.9,https://www.youtube.com/watch?v=3pS6eluWLP8&t=423,https://www.youtube.com/watch?v=3pS6eluWLP8&t=718
6,C,3/28/2025,dahdumbguy,A guy,Devilition,DEVILITION: Have 6 villagers at once,13.4,https://www.youtube.com/watch?v=3pS6eluWLP8&t=48,https://www.youtube.com/watch?v=3pS6eluWLP8&t=853
6,C,3/28/2025,A guy,dahdumbguy,Planet Zoldath,PLANET ZOLDATH: Eat 10 slabs of meat,5.5,https://www.youtube.com/watch?v=3pS6eluWLP8&t=718,https://www.youtube.com/watch?v=3pS6eluWLP8&t=1048
6,C,3/28/2025,A guy,dahdumbguy,Barbuta,BARBUTA: Defeat the Mimic,10.2,https://www.youtube.com/watch?v=3pS6eluWLP8&t=1048,https://www.youtube.com/watch?v=3pS6eluWLP8&t=1663
6,C,3/28/2025,dahdumbguy,A guy,Bushido Ball,BUSHIDO BALL: Win the first match as every character,20.3,https://www.youtube.com/watch?v=3pS6eluWLP8&t=853,https://www.youtube.com/watch?v=3pS6eluWLP8&t=2073
6,C,3/28/2025,dahdumbguy,A guy,Mortol II,MORTOL II: Activate all the switches,17.2,https://www.youtube.com/watch?v=3pS6eluWLP8&t=2073,https://www.youtube.com/watch?v=3pS6eluWLP8&t=3103
6,C,3/28/2025,A guy,dahdumbguy,General,Collect 6 gold disks,37.7,https://www.youtube.com/watch?v=3pS6eluWLP8&t=1663,https://www.youtube.com/watch?v=3pS6eluWLP8&t=3923
6,C,3/21/2025,Smo,WinnerBit,Night Manor,NIGHT MANOR: Find 10 journal entries,4.8,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=261,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=549
6,C,3/21/2025,Smo,WinnerBit,General,Find an egg in 10 different games,6.1,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=549,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=914
6,C,3/21/2025,WinnerBit,Smo,Kick Club,KICK CLUB: Eat 10 hidden desserts,11.7,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=261,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=964
6,C,3/21/2025,Smo,WinnerBit,Rakshasa,RAKSHASA: Have 0 skulls by using bell pickups,1.6,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=914,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=1009
6,C,3/21/2025,Smo,WinnerBit,Hot Foot,HOT FOOT: Win three games in a row,12.5,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=1009,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=1759
6,C,3/21/2025,Smo,WinnerBit,Fist Hell,FIST HELL: Survive 9 waves in the gym,7.2,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=1759,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=2189
6,C,3/21/2025,Smo,WinnerBit,Party House,PARTY HOUSE: Beat a random scenario having purchased the maximum number of Old Friends and Rich Pals,15.6,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=2189,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=3124
6,C,3/21/2025,WinnerBit,Smo,General,Collect 3 cherry disks,47.4,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=964,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=3809
6,C,3/21/2025,WinnerBit,Smo,Magic Garden,MAGIC GARDEN: Defeat an enemy worth at least 500 points,0.1,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=3809,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=3814
6,C,3/21/2025,WinnerBit,Smo,Barbuta,BARBUTA: Collect the reward from a green skull,1.3,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=3814,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=3894
6,C,3/21/2025,WinnerBit,Smo,Ninpek,NINPEK: Eat 5 sandwiches,1.8,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=3894,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=4004
6,C,3/21/2025,WinnerBit,Smo,Onion Delivery,ONION DELIVERY: Complete a day of deliveries driving only in reverse,2.0,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=4004,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=4124
6,C,3/21/2025,Smo,WinnerBit,Elfazar’s Hat,ELFAZAR’S HAT: Defeat Elfazar in Stage 4 (Grand Palace),25.0,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=3124,https://www.youtube.com/watch?v=Q8tQJjeFtMA&t=4624
6,C,3/24/2025,Frogmoss10,amarettosis,Fist Hell,FIST HELL: Clear the first scare and enter the shop with $20 or more,3.0,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=112,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=292
6,C,3/24/2025,amarettosis,Frogmoss10,Mini & Max,MINI & MAX: Collect 7 upgrades,10.8,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=112,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=762
6,C,3/24/2025,Frogmoss10,amarettosis,Avianos,AVIANOS: Win a Fledgling game in the campaign,10.9,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=292,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=947
6,C,3/24/2025,Frogmoss10,amarettosis,Onion Delivery,ONION DELIVERY: Complete a day of deliveries driving only in reverse,3.0,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=947,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=1127
6,C,3/24/2025,Frogmoss10,amarettosis,Campanella 2,CAMPANELLA 2: Obtain the Friendship Bracelet,7.7,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=1127,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=1587
6,C,3/24/2025,amarettosis,Frogmoss10,General,Find an easter egg UFO in 5 games,29.8,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=762,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=2552
6,C,3/24/2025,Frogmoss10,amarettosis,Campanella 3,CAMPANELLA 3: Beat Galbrain,19.8,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=1587,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=2777
6,C,3/24/2025,amarettosis,Frogmoss10,General,Collect 7 gifts for the garden,4.4,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=2552,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=2817
6,C,3/24/2025,Frogmoss10,amarettosis,Onion Delivery,ONION DELIVERY: Gold disk,12.3,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=2777,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=3517
6,C,3/24/2025,amarettosis,Frogmoss10,Party House,PARTY HOUSE: Have a party with 4 Celebrities without getting busted,25.4,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=2817,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=4342
6,C,3/24/2025,Frogmoss10,amarettosis,The Big Bell Race,THE BIG BELL RACE: Give all opponents a lap headstart and win on 3 separate tracks,18.6,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=3517,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=4632
6,C,3/24/2025,Frogmoss10,amarettosis,General,Beat 4 levels in 5 different games,6.5,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=4632,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=5022
6,C,3/24/2025,Frogmoss10,amarettosis,Kick Club,KICK CLUB: Have 5 extra lives at once,8.2,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=5022,https://www.youtube.com/watch?v=-21tTRRSwZ0&t=5517
7,A,4/3/2025,bob salad,Spooty,Mini & Max,MINI & MAX: Slay the Water Bear in the west pot,2.5,https://www.youtube.com/watch?v=NBF4_YxXxew&t=311,https://www.youtube.com/watch?v=NBF4_YxXxew&t=461
7,A,4/3/2025,Spooty,bob salad,Waldorf’s Journey,WALDORF’S JOURNEY: Kill 3 squids in three different ways,4.4,https://www.youtube.com/watch?v=NBF4_YxXxew&t=311,https://www.youtube.com/watch?v=NBF4_YxXxew&t=576
7,A,4/3/2025,Spooty,bob salad,Waldorf’s Journey,WALDORF’S JOURNEY: Enter the palace with 6 Puffins,0.1,https://www.youtube.com/watch?v=NBF4_YxXxew&t=576,https://www.youtube.com/watch?v=NBF4_YxXxew&t=581
7,A,4/3/2025,bob salad,Spooty,Mini & Max,MINI & MAX: Return the stolen Termite Egg to the outlet,3.4,https://www.youtube.com/watch?v=NBF4_YxXxew&t=461,https://www.youtube.com/watch?v=NBF4_YxXxew&t=666
7,A,4/3/2025,Spooty,bob salad,Onion Delivery,ONION DELIVERY: Complete 2 days of deliveries,2.2,https://www.youtube.com/watch?v=NBF4_YxXxew&t=581,https://www.youtube.com/watch?v=NBF4_YxXxew&t=716
7,A,4/3/2025,bob salad,Spooty,Barbuta,BARBUTA: Collect the reward from a green skull,1.9,https://www.youtube.com/watch?v=NBF4_YxXxew&t=666,https://www.youtube.com/watch?v=NBF4_YxXxew&t=781
7,A,4/3/2025,Spooty,bob salad,Porgy,PORGY: Collect 3 fuel tanks,1.2,https://www.youtube.com/watch?v=NBF4_YxXxew&t=716,https://www.youtube.com/watch?v=NBF4_YxXxew&t=791
7,A,4/3/2025,Spooty,bob salad,Attactics,ATTACTICS: Beat 5 levels without losing any flags,2.2,https://www.youtube.com/watch?v=NBF4_YxXxew&t=791,https://www.youtube.com/watch?v=NBF4_YxXxew&t=921
7,A,4/3/2025,Spooty,bob salad,General,Beat 8 levels in 3 different games,5.4,https://www.youtube.com/watch?v=NBF4_YxXxew&t=921,https://www.youtube.com/watch?v=NBF4_YxXxew&t=1246
7,A,4/3/2025,RedRobot,Khana,Caramel Caramel,"CARAMEL CARAMEL: Score 8,000+ points in the prologue",1.4,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=284,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=369
7,A,4/3/2025,Khana,RedRobot,Mooncat,MOONCAT: Use 2 warps,1.5,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=284,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=374
7,A,4/3/2025,RedRobot,Khana,Waldorf’s Journey,WALDORF’S JOURNEY: Have four puffins at once,1.3,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=369,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=449
7,A,4/3/2025,Khana,RedRobot,Ninpek,NINPEK: Eat 5 sandwiches,1.8,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=374,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=484
7,A,4/3/2025,Khana,RedRobot,Campanella,CAMPANELLA: Collect 5 coffees,2.1,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=484,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=609
7,A,4/3/2025,RedRobot,Khana,Rock On! Island,ROCK ON! ISLAND: Have 20 chickens in a main level,5.1,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=449,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=754
7,A,4/3/2025,Khana,RedRobot,Hot Foot,HOT FOOT: Get 3 blowouts in one tournament,3.6,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=609,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=824
7,A,4/3/2025,RedRobot,Khana,General,TREASURE HUNTER: Divers & Barbuta: Open 2 chests in each; Waldorf’s Journey: Open 2 chests in a run,2.8,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=754,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=919
7,A,4/3/2025,Khana,RedRobot,Vainger,VAINGER: Defeat a boss,3.4,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=824,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=1029
7,A,4/3/2025,Khana,RedRobot,General,Increase your max HP in 6 games,10.5,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=1029,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=1659
7,A,4/3/2025,RedRobot,Khana,Hyper Contender,HYPER CONTENDER: Beat Draft Mode (Default settings),10.3,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=919,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=1539
7,A,4/3/2025,RedRobot,Khana,Pilot Quest,PILOT QUEST: Defeat Big Borlg (large alien in the central ruins),2.8,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=1539,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=1704
7,A,4/3/2025,RedRobot,Khana,Mini & Max,MINI & MAX: Speak to King Mittens in the doorknob,0.8,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=1704,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=1754
7,A,4/3/2025,Khana,RedRobot,Campanella,CAMPANELLA: Finish Stage C with 2000 points or less (kill only bosses),5.7,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=1659,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=1999
7,A,4/3/2025,Khana,RedRobot,Seaside Drive,SEASIDE DRIVE: Win the bonus game,3.0,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=1999,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=2179
7,A,4/3/2025,RedRobot,Khana,Onion Delivery,ONION DELIVERY: Hit 6 time boxes in one day and complete the day,8.7,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=1754,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=2274
7,A,4/3/2025,Khana,RedRobot,General,Defeat a boss in 5 different games,5.8,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=2179,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=2524
7,A,4/3/2025,RedRobot,Khana,Overbold,OVERBOLD: Gold disk,6.1,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=2274,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=2639
7,A,4/3/2025,RedRobot,Khana,General,Collect 2 cherry disks,2.7,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=2639,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=2799
7,A,4/3/2025,RedRobot,Khana,Lords of Diskonia,LORDS OF DISKONIA: Have 50+ gold,3.2,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=2799,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=2989
7,A,4/3/2025,Khana,RedRobot,General,Enter a top 3 score on 2 arcade leaderboards,10.2,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=2524,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=3139
7,A,4/3/2025,RedRobot,Khana,Night Manor,NIGHT MANOR: Successfully complete the hiding minigame in five different rooms,5.5,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=2989,https://www.youtube.com/watch?v=nuUJQ-pY4dw&t=3319
7,A,3/31/2025,Cosmoing,Peter Peladon,Pingolf,PINGOLF: Score under par on 5 courses,2.2,https://www.youtube.com/watch?v=ptSRSjm59ds&t=232,https://www.youtube.com/watch?v=ptSRSjm59ds&t=362
7,A,3/31/2025,Cosmoing,Peter Peladon,Seaside Drive,"SEASIDE DRIVE: Clear Stage 1 with 3 lives and exactly 10,000 points (defeat only the boss)",2.3,https://www.youtube.com/watch?v=ptSRSjm59ds&t=362,https://www.youtube.com/watch?v=ptSRSjm59ds&t=502
